mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_model,param_model__C,param_model__kernel,param_model__n_neighbors,param_model__weights,param_model__max_depth,param_model__n_estimators,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,model_name
0.016947031021118164,0.009438776437505672,0.006694412231445313,0.0003444221101174776,"LogisticRegression(C=np.float64(0.16966252220214195), max_iter=1000)",5.408410913016731,,,,,,"{'model': LogisticRegression(C=np.float64(0.16966252220214195), max_iter=1000), 'model__C': np.float64(5.408410913016731)}",0.6111111111111112,0.7096774193548387,0.6176470588235294,0.5753424657534246,0.704225352112676,0.6436006814311159,0.053721192658811555,26,LogisticRegression
0.016991043090820314,0.013521744579106237,0.013010215759277344,0.009031883346261866,"LogisticRegression(C=np.float64(0.16966252220214195), max_iter=1000)",2.2979816549162244,,,,,,"{'model': LogisticRegression(C=np.float64(0.16966252220214195), max_iter=1000), 'model__C': np.float64(2.2979816549162244)}",0.6111111111111112,0.7096774193548387,0.6176470588235294,0.5753424657534246,0.704225352112676,0.6436006814311159,0.053721192658811555,26,LogisticRegression
0.016455888748168945,0.007895670598082759,0.012043237686157227,0.004624890174713775,"KNeighborsClassifier(n_neighbors=11, weights='distance')",,,9.0,uniform,,,"{'model': KNeighborsClassifier(n_neighbors=11, weights='distance'), 'model__n_neighbors': 9, 'model__weights': 'uniform'}",0.5915492957746479,0.6571428571428571,0.6461538461538462,0.59375,0.7341772151898734,0.6445546428522448,0.052122748616703574,21,KNeighborsClassifier
0.02377738952636719,0.004996087380042979,0.015752458572387697,0.006618448750920503,SVC(C=np.float64(3.1087830981676965)),1.7122128725400443,linear,,,,,"{'model': SVC(C=np.float64(3.1087830981676965)), 'model__C': np.float64(1.7122128725400443), 'model__kernel': 'linear'}",0.6111111111111112,0.7096774193548387,0.5970149253731343,0.5588235294117647,0.7246376811594203,0.6402529332820539,0.06525345030393764,57,SVC
0.6712915420532226,0.12192731219670307,0.05827178955078125,0.022416620777070056,"RandomForestClassifier(max_depth=14, n_estimators=261)",,,,,11.0,233.0,"{'model': RandomForestClassifier(max_depth=14, n_estimators=261), 'model__max_depth': 11, 'model__n_estimators': 233}",0.6388888888888888,0.6956521739130435,0.6571428571428571,0.5945945945945946,0.6753246753246753,0.6523206379728119,0.034475410096782746,4,RandomForestClassifier
0.01138300895690918,0.002518401506131282,0.01822667121887207,0.012713874715017245,"KNeighborsClassifier(n_neighbors=11, weights='distance')",,,14.0,distance,,,"{'model': KNeighborsClassifier(n_neighbors=11, weights='distance'), 'model__n_neighbors': 14, 'model__weights': 'distance'}",0.5753424657534246,0.6666666666666666,0.6363636363636364,0.5625,0.7027027027027027,0.628715094297286,0.053303028861560665,83,KNeighborsClassifier
0.021141529083251953,0.01412253753979128,0.013675069808959961,0.005885098126869356,"KNeighborsClassifier(n_neighbors=11, weights='distance')",,,6.0,distance,,,"{'model': KNeighborsClassifier(n_neighbors=11, weights='distance'), 'model__n_neighbors': 6, 'model__weights': 'distance'}",0.5882352941176471,0.6388888888888888,0.5970149253731343,0.6197183098591549,0.7397260273972602,0.6367166891272171,0.05446331394183911,74,KNeighborsClassifier
0.5084497451782226,0.056978174698037475,0.03323073387145996,0.0015254246542219453,"RandomForestClassifier(max_depth=14, n_estimators=261)",,,,,13.0,227.0,"{'model': RandomForestClassifier(max_depth=14, n_estimators=261), 'model__max_depth': 13, 'model__n_estimators': 227}",0.6133333333333333,0.6666666666666666,0.6285714285714286,0.5714285714285714,0.6835443037974683,0.6327088607594936,0.03971190783513347,81,RandomForestClassifier
1.0176995277404786,0.3654912132404776,0.06692876815795898,0.03519134694867131,"RandomForestClassifier(max_depth=14, n_estimators=261)",,,,,9.0,447.0,"{'model': RandomForestClassifier(max_depth=14, n_estimators=261), 'model__max_depth': 9, 'model__n_estimators': 447}",0.64,0.7058823529411765,0.6285714285714286,0.6111111111111112,0.6666666666666666,0.6504463118580766,0.03307914306365395,7,RandomForestClassifier
0.01343841552734375,0.008592332065845781,0.01620640754699707,0.009372312209689683,"LogisticRegression(C=np.float64(0.16966252220214195), max_iter=1000)",3.1900347497186385,,,,,,"{'model': LogisticRegression(C=np.float64(0.16966252220214195), max_iter=1000), 'model__C': np.float64(3.1900347497186385)}",0.6111111111111112,0.7096774193548387,0.6176470588235294,0.5753424657534246,0.704225352112676,0.6436006814311159,0.053721192658811555,26,LogisticRegression
